first_name,last_name,amount,payment_date
Mike,Hillyer,4.99,"2005-08-18 21:43:09"
Jon,Stephens,2.99,"2005-08-19 10:51:59"
Mike,Hillyer,2.99,"2005-08-19 18:54:26"
Mike,Hillyer,0.99,"2005-08-20 15:06:26"
Jon,Stephens,2.99,"2005-08-20 15:23:26"
Jon,Stephens,6.99,"2005-08-21 04:49:41"
Jon,Stephens,4.99,"2005-08-21 14:47:09"
Mike,Hillyer,4.99,"2005-08-21 18:07:40"
Mike,Hillyer,4.99,"2005-08-22 04:31:50"
Jon,Stephens,0.99,"2005-08-01 14:12:29"
Mike,Hillyer,0.99,"2005-08-01 15:37:58"
Mike,Hillyer,0.99,"2005-08-02 07:08:07"
Mike,Hillyer,3.99,"2005-08-17 08:24:35"
Jon,Stephens,2.99,"2005-08-18 02:12:33"
Jon,Stephens,0.99,"2005-08-18 13:42:45"
Jon,Stephens,5.99,"2005-08-19 10:39:54"
Jon,Stephens,2.99,"2005-08-22 01:18:37"
Mike,Hillyer,5.99,"2005-08-22 01:21:14"
Jon,Stephens,6.99,"2005-08-22 06:35:50"
Jon,Stephens,5.99,"2005-08-23 17:00:12"
Mike,Hillyer,3.99,"2005-08-01 14:14:59"
Mike,Hillyer,5.99,"2005-08-17 20:59:56"
Mike,Hillyer,2.99,"2005-08-18 15:49:08"
Mike,Hillyer,5.99,"2005-08-19 09:25:40"
Jon,Stephens,2.99,"2005-08-20 12:16:38"
Mike,Hillyer,2.99,"2005-08-20 22:32:11"
Jon,Stephens,0.99,"2005-08-21 00:11:17"
Jon,Stephens,5.99,"2005-08-21 01:15:59"
Mike,Hillyer,4.99,"2005-08-21 19:59:30"
Jon,Stephens,0.99,"2005-08-22 01:09:04"
Jon,Stephens,5.99,"2005-08-01 10:27:42"
Jon,Stephens,5.99,"2005-08-02 00:47:16"
Mike,Hillyer,4.99,"2005-08-02 03:33:14"
Mike,Hillyer,4.99,"2005-08-02 10:55:14"
Jon,Stephens,2.99,"2005-08-17 15:03:13"
Mike,Hillyer,2.99,"2005-08-18 13:48:43"
Jon,Stephens,5.99,"2005-08-18 23:35:56"
Mike,Hillyer,4.99,"2005-08-19 00:51:28"
Jon,Stephens,0.99,"2005-08-19 02:57:37"
Jon,Stephens,2.99,"2005-08-19 19:16:18"
Mike,Hillyer,0.99,"2005-08-20 15:41:00"
Mike,Hillyer,4.99,"2005-08-21 04:34:11"
Mike,Hillyer,10.99,"2005-08-22 17:20:17"
Mike,Hillyer,4.99,"2005-08-23 05:20:36"
Jon,Stephens,1.99,"2005-08-02 14:49:51"
Mike,Hillyer,4.99,"2005-08-18 23:37:33"
Mike,Hillyer,4.99,"2005-08-19 00:40:41"
Jon,Stephens,1.99,"2005-08-19 06:43:28"
Mike,Hillyer,6.99,"2005-08-19 20:25:24"
Mike,Hillyer,2.99,"2005-08-21 19:51:11"
Mike,Hillyer,4.99,"2005-08-22 19:37:20"
Jon,Stephens,6.99,"2005-08-01 05:49:17"
Jon,Stephens,0.99,"2005-08-01 17:26:24"
Mike,Hillyer,4.99,"2005-08-02 03:20:39"
Mike,Hillyer,5.99,"2005-08-02 17:45:02"
Mike,Hillyer,4.99,"2005-08-17 05:11:09"
Jon,Stephens,1.99,"2005-08-18 14:06:39"
Jon,Stephens,4.99,"2005-08-18 21:07:28"
Jon,Stephens,8.99,"2005-08-20 04:17:16"
Mike,Hillyer,5.99,"2005-08-20 11:43:52"
Jon,Stephens,3.99,"2005-08-21 07:03:05"
Jon,Stephens,0.99,"2005-08-21 15:16:29"
Jon,Stephens,7.99,"2005-08-23 10:23:28"
Jon,Stephens,5.99,"2005-08-19 04:59:01"
Jon,Stephens,0.99,"2005-08-19 13:29:46"
Jon,Stephens,0.99,"2005-08-20 10:51:27"
Jon,Stephens,9.99,"2005-08-20 17:13:48"
Jon,Stephens,0.99,"2005-08-23 05:26:30"
Jon,Stephens,9.99,"2005-08-23 16:24:24"
Jon,Stephens,4.99,"2005-08-01 02:47:11"
Mike,Hillyer,0.99,"2005-08-01 17:00:27"
Mike,Hillyer,6.99,"2005-08-02 19:44:04"
Jon,Stephens,8.99,"2005-08-18 05:08:54"
Mike,Hillyer,6.99,"2005-08-19 14:34:12"
Mike,Hillyer,3.99,"2005-08-19 15:14:38"
Mike,Hillyer,2.99,"2005-08-20 17:15:06"
Jon,Stephens,4.99,"2005-08-20 18:52:43"
Jon,Stephens,5.99,"2005-08-21 07:29:05"
Mike,Hillyer,6.99,"2005-08-21 19:49:46"
Mike,Hillyer,4.99,"2005-08-22 07:47:07"
Jon,Stephens,4.99,"2005-08-02 18:48:29"
Mike,Hillyer,5.99,"2005-08-19 01:42:28"
Jon,Stephens,2.99,"2005-08-19 18:08:18"
Mike,Hillyer,2.99,"2005-08-20 05:10:14"
Jon,Stephens,4.99,"2005-08-20 16:57:11"
Mike,Hillyer,5.99,"2005-08-21 01:53:54"
Mike,Hillyer,5.99,"2005-08-22 07:12:53"
Jon,Stephens,5.99,"2005-08-22 18:48:48"
Jon,Stephens,4.99,"2005-08-23 12:15:51"
Jon,Stephens,2.99,"2005-08-23 17:33:04"
Jon,Stephens,0.99,"2005-08-01 17:28:05"
Mike,Hillyer,4.99,"2005-08-02 07:58:50"
Mike,Hillyer,8.99,"2005-08-02 19:12:40"
Mike,Hillyer,1.99,"2005-08-17 22:16:49"
Jon,Stephens,7.99,"2005-08-18 17:16:03"
Mike,Hillyer,2.99,"2005-08-22 11:39:03"
Mike,Hillyer,2.99,"2005-08-22 20:15:16"
Mike,Hillyer,5.99,"2005-08-23 07:07:58"
Mike,Hillyer,0.99,"2005-08-23 07:30:26"
Mike,Hillyer,2.99,"2005-08-23 08:28:03"
Jon,Stephens,0.99,"2005-08-01 12:46:39"
Jon,Stephens,2.99,"2005-08-02 18:16:55"
Mike,Hillyer,9.99,"2005-08-17 21:50:25"
Mike,Hillyer,0.99,"2005-08-20 00:18:15"
Mike,Hillyer,0.99,"2005-08-20 13:57:59"
Jon,Stephens,6.99,"2005-08-22 11:34:06"
Mike,Hillyer,1.99,"2005-08-23 09:35:34"
Mike,Hillyer,2.99,"2005-08-01 22:46:21"
Mike,Hillyer,5.99,"2005-08-02 15:22:47"
Mike,Hillyer,0.99,"2005-08-17 18:23:50"
Jon,Stephens,8.99,"2005-08-20 02:27:13"
Jon,Stephens,1.99,"2005-08-21 16:50:34"
Jon,Stephens,2.99,"2005-08-21 17:34:24"
Jon,Stephens,4.99,"2005-08-22 01:20:19"
Mike,Hillyer,6.99,"2005-08-23 01:15:18"
Mike,Hillyer,0.99,"2005-08-23 06:11:52"
Mike,Hillyer,6.99,"2005-08-01 03:38:42"
Mike,Hillyer,4.99,"2005-08-17 15:37:34"
Jon,Stephens,2.99,"2005-08-18 07:12:46"
Jon,Stephens,0.99,"2005-08-18 13:39:26"
Mike,Hillyer,7.99,"2005-08-19 06:04:34"
Mike,Hillyer,0.99,"2005-08-19 10:38:56"
Mike,Hillyer,8.99,"2005-08-20 06:51:02"
Mike,Hillyer,3.99,"2005-08-22 05:38:55"
Mike,Hillyer,5.99,"2005-08-22 10:24:32"
Mike,Hillyer,2.99,"2005-08-22 17:30:25"
Jon,Stephens,0.99,"2005-08-01 00:12:11"
Jon,Stephens,4.99,"2005-08-01 18:51:29"
Mike,Hillyer,4.99,"2005-08-02 00:54:33"
Mike,Hillyer,0.99,"2005-08-18 09:43:58"
Mike,Hillyer,2.99,"2005-08-20 11:50:14"
Mike,Hillyer,0.99,"2005-08-20 18:44:53"
Mike,Hillyer,5.99,"2005-08-21 02:59:48"
Jon,Stephens,0.99,"2005-08-21 07:59:47"
Jon,Stephens,5.99,"2005-08-02 08:08:00"
Mike,Hillyer,8.99,"2005-08-02 12:48:05"
Jon,Stephens,4.99,"2005-08-02 21:35:00"
Jon,Stephens,2.99,"2005-08-17 13:16:38"
Mike,Hillyer,7.99,"2005-08-17 23:02:00"
Mike,Hillyer,6.99,"2005-08-18 19:59:54"
Jon,Stephens,0.99,"2005-08-20 09:07:52"
Jon,Stephens,6.99,"2005-08-21 02:04:57"
Mike,Hillyer,0.99,"2005-08-21 09:08:51"
Mike,Hillyer,0.99,"2005-08-01 08:13:22"
Jon,Stephens,5.99,"2005-08-02 05:48:20"
Jon,Stephens,2.99,"2005-08-02 17:46:04"
Mike,Hillyer,5.99,"2005-08-17 06:15:17"
Mike,Hillyer,0.99,"2005-08-17 16:42:13"
Mike,Hillyer,0.99,"2005-08-18 20:20:59"
Mike,Hillyer,2.99,"2005-08-20 16:05:41"
Jon,Stephens,2.99,"2005-08-21 01:31:25"
Mike,Hillyer,6.99,"2005-08-21 04:37:56"
Jon,Stephens,2.99,"2005-08-21 09:04:20"
Jon,Stephens,0.99,"2005-08-21 11:29:43"
Jon,Stephens,4.99,"2005-08-22 09:01:52"
Mike,Hillyer,8.99,"2005-08-23 06:23:26"
Mike,Hillyer,8.99,"2005-08-02 15:10:06"
Mike,Hillyer,8.99,"2005-08-17 15:15:01"
Jon,Stephens,4.99,"2005-08-19 23:37:52"
Mike,Hillyer,2.99,"2005-08-20 07:52:34"
Jon,Stephens,4.99,"2005-08-20 12:21:05"
Jon,Stephens,2.99,"2005-08-20 14:19:03"
Jon,Stephens,4.99,"2005-08-22 06:46:03"
Jon,Stephens,2.99,"2005-08-22 11:19:22"
Mike,Hillyer,2.99,"2005-08-02 14:28:50"
Jon,Stephens,2.99,"2005-08-18 22:22:03"
Jon,Stephens,4.99,"2005-08-20 01:05:05"
Jon,Stephens,0.99,"2005-08-21 05:25:59"
Jon,Stephens,5.99,"2005-08-21 12:36:11"
Mike,Hillyer,1.99,"2005-08-22 06:07:52"
Mike,Hillyer,4.99,"2005-08-23 03:36:26"
Mike,Hillyer,3.99,"2005-08-17 17:00:42"
Mike,Hillyer,2.99,"2005-08-17 19:20:48"
Mike,Hillyer,2.99,"2005-08-17 23:20:40"
Mike,Hillyer,5.99,"2005-08-19 06:37:48"
Mike,Hillyer,5.99,"2005-08-19 08:13:54"
Jon,Stephens,3.99,"2005-08-21 07:45:47"
Jon,Stephens,0.99,"2005-08-21 20:31:25"
Jon,Stephens,2.99,"2005-08-21 23:43:00"
Mike,Hillyer,2.99,"2005-08-23 04:25:50"
Mike,Hillyer,9.99,"2005-08-02 14:24:08"
Mike,Hillyer,2.99,"2005-08-17 15:35:47"
Mike,Hillyer,4.99,"2005-08-17 18:56:05"
Jon,Stephens,4.99,"2005-08-18 02:48:14"
Mike,Hillyer,6.99,"2005-08-18 15:49:15"
Mike,Hillyer,3.99,"2005-08-19 05:56:44"
Jon,Stephens,4.99,"2005-08-20 08:44:06"
Jon,Stephens,0.99,"2005-08-22 17:46:12"
Mike,Hillyer,3.99,"2005-08-23 07:06:38"
Mike,Hillyer,4.99,"2005-08-18 09:57:00"
Mike,Hillyer,7.99,"2005-08-21 00:44:34"
Mike,Hillyer,3.99,"2005-08-21 04:57:08"
Jon,Stephens,4.99,"2005-08-22 00:15:12"
Jon,Stephens,3.99,"2005-08-22 04:32:01"
Mike,Hillyer,4.99,"2005-08-23 10:25:45"
Mike,Hillyer,0.99,"2005-08-23 20:44:36"
Jon,Stephens,0.99,"2005-08-01 03:07:26"
Jon,Stephens,6.99,"2005-08-02 11:58:03"
Jon,Stephens,5.99,"2005-08-02 19:52:08"
Mike,Hillyer,2.99,"2005-08-17 04:27:46"
Mike,Hillyer,4.99,"2005-08-17 06:08:54"
Mike,Hillyer,2.99,"2005-08-17 16:21:47"
Jon,Stephens,2.99,"2005-08-17 19:50:33"
Mike,Hillyer,0.99,"2005-08-18 10:59:04"
Jon,Stephens,0.99,"2005-08-18 16:17:54"
Mike,Hillyer,0.99,"2005-08-19 12:53:53"
Jon,Stephens,4.99,"2005-08-19 19:55:45"
Jon,Stephens,0.99,"2005-08-20 05:59:05"
Jon,Stephens,4.99,"2005-08-20 08:05:56"
Mike,Hillyer,0.99,"2005-08-20 20:59:43"
Jon,Stephens,0.99,"2005-08-22 12:16:46"
Jon,Stephens,2.99,"2005-08-22 13:57:55"
Jon,Stephens,4.99,"2005-08-01 08:47:00"
Mike,Hillyer,4.99,"2005-08-02 08:08:30"
Jon,Stephens,0.99,"2005-08-02 09:55:28"
Jon,Stephens,4.99,"2005-08-02 17:21:49"
Jon,Stephens,3.99,"2005-08-17 03:41:11"
Jon,Stephens,4.99,"2005-08-18 05:08:37"
Mike,Hillyer,4.99,"2005-08-20 15:34:43"
Mike,Hillyer,0.99,"2005-08-23 09:02:03"
Jon,Stephens,2.99,"2005-08-23 20:47:12"
Mike,Hillyer,0.99,"2005-08-01 15:27:05"
Jon,Stephens,3.99,"2005-08-18 08:07:45"
Jon,Stephens,3.99,"2005-08-18 12:25:01"
Jon,Stephens,0.99,"2005-08-19 20:03:18"
Jon,Stephens,0.99,"2005-08-20 02:41:46"
Mike,Hillyer,1.99,"2005-08-20 05:29:45"
Jon,Stephens,5.99,"2005-08-20 10:56:06"
Mike,Hillyer,4.99,"2005-08-22 19:17:56"
Jon,Stephens,4.99,"2005-08-22 20:27:38"
Jon,Stephens,0.99,"2005-08-23 02:39:37"
Jon,Stephens,4.99,"2005-08-23 11:56:22"
Mike,Hillyer,0.99,"2005-08-23 22:26:47"
Jon,Stephens,5.99,"2005-08-01 16:28:07"
Mike,Hillyer,3.99,"2005-08-01 19:14:53"
Mike,Hillyer,4.99,"2005-08-02 00:27:24"
Mike,Hillyer,0.99,"2005-08-02 16:45:33"
Mike,Hillyer,2.99,"2005-08-17 18:56:02"
Jon,Stephens,0.99,"2005-08-18 03:26:42"
Mike,Hillyer,1.99,"2005-08-18 06:59:41"
Mike,Hillyer,5.99,"2005-08-18 09:49:52"
Mike,Hillyer,4.99,"2005-08-18 10:24:11"
Mike,Hillyer,0.99,"2005-08-18 19:10:41"
Jon,Stephens,5.99,"2005-08-23 18:23:24"
Jon,Stephens,4.99,"2005-08-01 21:56:37"
Jon,Stephens,7.99,"2005-08-02 10:27:52"
Jon,Stephens,3.99,"2005-08-20 09:21:08"
Mike,Hillyer,2.99,"2005-08-21 19:01:00"
Jon,Stephens,4.99,"2005-08-22 15:21:56"
Mike,Hillyer,10.99,"2005-08-23 05:17:23"
Jon,Stephens,4.99,"2005-08-01 00:09:33"
Mike,Hillyer,2.99,"2005-08-02 00:52:34"
Mike,Hillyer,0.99,"2005-08-02 01:16:59"
Jon,Stephens,0.99,"2005-08-02 04:41:12"
Mike,Hillyer,2.99,"2005-08-02 21:48:09"
Jon,Stephens,7.99,"2005-08-17 10:00:40"
Mike,Hillyer,6.99,"2005-08-17 21:31:46"
Jon,Stephens,1.99,"2005-08-18 06:43:56"
Jon,Stephens,9.99,"2005-08-20 11:17:45"
Jon,Stephens,4.99,"2005-08-21 15:10:50"
Jon,Stephens,2.99,"2005-08-22 21:34:00"
Jon,Stephens,3.99,"2005-08-01 05:30:05"
Mike,Hillyer,2.99,"2005-08-01 14:11:53"
Mike,Hillyer,7.99,"2005-08-01 23:22:45"
Mike,Hillyer,10.99,"2005-08-02 03:16:31"
Jon,Stephens,8.99,"2005-08-18 12:10:03"
Jon,Stephens,4.99,"2005-08-18 18:53:17"
Jon,Stephens,5.99,"2005-08-19 11:55:59"
Mike,Hillyer,0.99,"2005-08-19 23:29:06"
Jon,Stephens,5.99,"2005-08-20 12:21:37"
Jon,Stephens,2.99,"2005-08-21 18:10:43"
Mike,Hillyer,0.99,"2005-08-21 21:29:55"
Mike,Hillyer,2.99,"2005-08-22 01:08:34"
Jon,Stephens,7.99,"2005-08-22 02:51:41"
Jon,Stephens,2.99,"2005-08-23 22:18:51"
Mike,Hillyer,2.99,"2005-08-01 17:14:15"
Jon,Stephens,4.99,"2005-08-17 04:45:39"
Jon,Stephens,2.99,"2005-08-19 08:22:45"
Mike,Hillyer,0.99,"2005-08-21 03:14:27"
Mike,Hillyer,0.99,"2005-08-01 04:29:29"
Mike,Hillyer,6.99,"2005-08-01 16:38:04"
Mike,Hillyer,8.99,"2005-08-01 18:05:54"
Jon,Stephens,5.99,"2005-08-02 08:08:24"
Jon,Stephens,0.99,"2005-08-17 13:08:45"
Mike,Hillyer,1.99,"2005-08-17 13:30:15"
Jon,Stephens,2.99,"2005-08-18 11:41:47"
Mike,Hillyer,4.99,"2005-08-19 20:51:40"
Jon,Stephens,0.99,"2005-08-19 22:05:40"
Mike,Hillyer,4.99,"2005-08-20 10:07:28"
Jon,Stephens,0.99,"2005-08-20 14:44:22"
Mike,Hillyer,0.99,"2005-08-22 04:56:57"
Mike,Hillyer,8.99,"2005-08-23 08:27:57"
Mike,Hillyer,5.99,"2005-08-23 21:13:39"
Jon,Stephens,0.99,"2005-08-01 09:17:21"
Mike,Hillyer,5.99,"2005-08-17 13:04:41"
Jon,Stephens,4.99,"2005-08-18 01:28:18"
Jon,Stephens,5.99,"2005-08-20 13:26:37"
Mike,Hillyer,4.99,"2005-08-21 01:35:58"
Mike,Hillyer,3.99,"2005-08-21 19:09:40"
Jon,Stephens,7.99,"2005-08-21 23:02:02"
Mike,Hillyer,5.99,"2005-08-22 17:18:05"
Mike,Hillyer,4.99,"2005-08-23 06:41:07"
Mike,Hillyer,4.99,"2005-08-23 15:08:00"
Mike,Hillyer,2.99,"2005-08-23 16:07:15"
Jon,Stephens,1.99,"2005-08-23 16:45:28"
Mike,Hillyer,4.99,"2005-08-02 07:59:49"
Jon,Stephens,5.99,"2005-08-17 06:41:58"
Mike,Hillyer,3.99,"2005-08-18 11:55:42"
Mike,Hillyer,0.99,"2005-08-19 08:31:50"
Jon,Stephens,6.99,"2005-08-20 14:33:59"
Jon,Stephens,0.99,"2005-08-21 14:58:58"
Jon,Stephens,4.99,"2005-08-22 04:15:05"
Jon,Stephens,3.99,"2005-08-23 03:12:54"
Mike,Hillyer,0.99,"2005-08-02 19:25:13"
Mike,Hillyer,5.99,"2005-08-17 01:28:05"
Jon,Stephens,4.99,"2005-08-17 10:27:19"
Mike,Hillyer,4.99,"2005-08-18 04:11:13"
Jon,Stephens,5.99,"2005-08-19 07:08:05"
Mike,Hillyer,4.99,"2005-08-20 15:13:11"
Jon,Stephens,4.99,"2005-08-23 02:33:27"
Jon,Stephens,5.99,"2005-08-23 11:52:18"
Jon,Stephens,0.99,"2005-08-01 12:24:42"
Mike,Hillyer,2.99,"2005-08-02 00:27:50"
Jon,Stephens,4.99,"2005-08-02 12:31:41"
Jon,Stephens,3.99,"2005-08-02 19:57:42"
Jon,Stephens,7.99,"2005-08-02 21:00:05"
Jon,Stephens,0.99,"2005-08-17 15:29:12"
Jon,Stephens,4.99,"2005-08-17 17:24:30"
Jon,Stephens,4.99,"2005-08-18 07:55:09"
Jon,Stephens,2.99,"2005-08-19 11:27:43"
Mike,Hillyer,5.99,"2005-08-21 08:29:20"
Mike,Hillyer,4.99,"2005-08-22 15:57:38"
Mike,Hillyer,2.99,"2005-08-22 18:16:50"
Mike,Hillyer,4.99,"2005-08-01 04:56:10"
Mike,Hillyer,0.99,"2005-08-01 12:44:32"
Jon,Stephens,8.99,"2005-08-02 07:03:24"
Jon,Stephens,0.99,"2005-08-17 20:19:06"
Mike,Hillyer,4.99,"2005-08-18 11:21:51"
Mike,Hillyer,3.99,"2005-08-20 10:08:53"
Jon,Stephens,0.99,"2005-08-20 10:25:12"
Jon,Stephens,8.99,"2005-08-01 02:39:39"
Jon,Stephens,4.99,"2005-08-01 12:21:53"
Jon,Stephens,6.99,"2005-08-01 13:58:47"
Jon,Stephens,0.99,"2005-08-17 16:05:51"
Mike,Hillyer,2.99,"2005-08-18 02:09:20"
Jon,Stephens,3.99,"2005-08-19 02:54:38"
Jon,Stephens,4.99,"2005-08-19 20:09:59"
Mike,Hillyer,4.99,"2005-08-20 03:30:25"
Mike,Hillyer,2.99,"2005-08-20 15:11:48"
Jon,Stephens,1.99,"2005-08-21 01:29:01"
Jon,Stephens,4.99,"2005-08-22 11:49:16"
Mike,Hillyer,1.99,"2005-08-23 10:57:40"
Jon,Stephens,5.99,"2005-08-23 18:45:06"
Jon,Stephens,4.99,"2005-08-01 00:48:24"
Mike,Hillyer,4.99,"2005-08-01 06:42:31"
Mike,Hillyer,0.99,"2005-08-18 03:14:14"
Mike,Hillyer,8.99,"2005-08-18 04:11:03"
Mike,Hillyer,5.99,"2005-08-18 04:17:33"
Mike,Hillyer,0.99,"2005-08-20 01:09:11"
Mike,Hillyer,0.99,"2005-08-20 16:16:03"
Jon,Stephens,10.99,"2005-08-20 21:13:58"
Mike,Hillyer,2.99,"2005-08-21 16:25:05"
Mike,Hillyer,2.99,"2005-08-23 16:32:10"
Jon,Stephens,4.99,"2005-08-23 16:58:12"
Mike,Hillyer,0.99,"2005-08-01 08:22:54"
Mike,Hillyer,6.99,"2005-08-02 06:36:27"
Jon,Stephens,2.99,"2005-08-21 00:28:48"
Jon,Stephens,5.99,"2005-08-22 01:32:32"
Jon,Stephens,3.99,"2005-08-22 11:48:19"
Mike,Hillyer,4.99,"2005-08-23 17:13:01"
Jon,Stephens,4.99,"2005-08-01 22:25:29"
Mike,Hillyer,3.99,"2005-08-02 07:56:40"
Mike,Hillyer,3.99,"2005-08-17 23:14:25"
Jon,Stephens,2.99,"2005-08-18 10:34:59"
Mike,Hillyer,2.99,"2005-08-18 22:52:13"
Mike,Hillyer,2.99,"2005-08-20 13:42:10"
Mike,Hillyer,2.99,"2005-08-23 15:38:34"
Jon,Stephens,7.99,"2005-08-01 00:52:40"
Mike,Hillyer,4.99,"2005-08-01 19:07:08"
Mike,Hillyer,4.99,"2005-08-01 23:28:49"
Jon,Stephens,4.99,"2005-08-02 13:02:11"
Mike,Hillyer,0.99,"2005-08-16 23:54:47"
Jon,Stephens,0.99,"2005-08-17 19:48:55"
Mike,Hillyer,2.99,"2005-08-19 00:15:09"
Mike,Hillyer,4.99,"2005-08-19 09:31:33"
Mike,Hillyer,1.99,"2005-08-21 17:57:22"
Mike,Hillyer,4.99,"2005-08-22 00:57:43"
Jon,Stephens,0.99,"2005-08-22 10:29:44"
Jon,Stephens,0.99,"2005-08-22 16:58:31"
Mike,Hillyer,7.99,"2005-08-23 09:16:39"
Jon,Stephens,0.99,"2005-08-02 19:45:33"
Mike,Hillyer,0.99,"2005-08-19 02:04:07"
Jon,Stephens,4.99,"2005-08-19 15:47:58"
Jon,Stephens,4.99,"2005-08-19 19:04:00"
Mike,Hillyer,0.99,"2005-08-21 01:43:58"
Jon,Stephens,2.99,"2005-08-22 04:09:18"
Mike,Hillyer,1.99,"2005-08-22 12:47:45"
Mike,Hillyer,4.99,"2005-08-22 20:56:31"
Mike,Hillyer,1.99,"2005-08-23 10:35:45"
Jon,Stephens,4.99,"2005-08-23 16:50:53"
Jon,Stephens,4.99,"2005-08-02 11:52:41"
Jon,Stephens,2.99,"2005-08-02 13:33:50"
Mike,Hillyer,4.99,"2005-08-17 13:24:55"
Jon,Stephens,5.99,"2005-08-19 08:07:50"
Mike,Hillyer,0.99,"2005-08-20 01:40:25"
Mike,Hillyer,2.99,"2005-08-20 06:41:27"
Mike,Hillyer,0.99,"2005-08-22 00:44:08"
Jon,Stephens,4.99,"2005-08-22 07:53:14"
Jon,Stephens,5.99,"2005-08-02 14:18:22"
Mike,Hillyer,4.99,"2005-08-18 20:43:00"
Mike,Hillyer,2.99,"2005-08-20 04:09:50"
Jon,Stephens,2.99,"2005-08-20 16:11:34"
Mike,Hillyer,8.99,"2005-08-20 17:58:00"
Mike,Hillyer,4.99,"2005-08-20 19:32:29"
Mike,Hillyer,0.99,"2005-08-21 03:40:35"
Jon,Stephens,4.99,"2005-08-21 08:31:03"
Jon,Stephens,5.99,"2005-08-22 20:23:13"
Jon,Stephens,2.99,"2005-08-23 07:30:23"
Mike,Hillyer,0.99,"2005-08-23 10:04:17"
Jon,Stephens,1.99,"2005-08-23 17:48:30"
Mike,Hillyer,2.99,"2005-08-18 06:16:09"
Mike,Hillyer,5.99,"2005-08-20 12:13:24"
Jon,Stephens,1.99,"2005-08-22 00:51:25"
Mike,Hillyer,4.99,"2005-08-22 03:06:38"
Mike,Hillyer,0.99,"2005-08-22 07:13:15"
Mike,Hillyer,0.99,"2005-08-23 10:00:24"
Jon,Stephens,0.99,"2005-08-01 09:02:17"
Jon,Stephens,5.99,"2005-08-18 07:32:12"
Jon,Stephens,7.99,"2005-08-20 02:32:45"
Jon,Stephens,4.99,"2005-08-21 03:51:52"
Jon,Stephens,4.99,"2005-08-17 14:02:01"
Mike,Hillyer,3.99,"2005-08-17 18:16:30"
Mike,Hillyer,4.99,"2005-08-18 02:09:23"
Jon,Stephens,4.99,"2005-08-18 13:48:31"
Mike,Hillyer,0.99,"2005-08-20 02:28:09"
Mike,Hillyer,4.99,"2005-08-20 14:48:55"
Mike,Hillyer,3.99,"2005-08-21 12:50:57"
Jon,Stephens,4.99,"2005-08-23 20:24:36"
Mike,Hillyer,2.99,"2005-08-01 22:53:40"
Jon,Stephens,4.99,"2005-08-21 08:08:43"
Mike,Hillyer,0.99,"2005-08-22 08:20:15"
Jon,Stephens,3.99,"2005-08-01 18:15:07"
Mike,Hillyer,2.99,"2005-08-02 02:24:38"
Jon,Stephens,0.99,"2005-08-02 05:05:53"
Jon,Stephens,2.99,"2005-08-02 11:48:36"
Mike,Hillyer,5.99,"2005-08-17 04:33:17"
Mike,Hillyer,2.99,"2005-08-17 08:22:00"
Jon,Stephens,5.99,"2005-08-18 02:50:51"
Jon,Stephens,1.99,"2005-08-21 12:48:08"
Mike,Hillyer,7.99,"2005-08-23 03:58:28"
Jon,Stephens,7.99,"2005-08-01 06:42:44"
Mike,Hillyer,1.99,"2005-08-01 09:15:00"
Jon,Stephens,4.99,"2005-08-02 14:07:35"
Jon,Stephens,0.99,"2005-08-18 08:26:48"
Jon,Stephens,8.99,"2005-08-19 02:50:36"
Mike,Hillyer,0.99,"2005-08-02 09:32:54"
Jon,Stephens,4.99,"2005-08-02 17:15:38"
Mike,Hillyer,0.99,"2005-08-18 19:02:16"
Mike,Hillyer,0.99,"2005-08-22 14:43:13"
Jon,Stephens,3.99,"2005-08-22 17:50:49"
Jon,Stephens,0.99,"2005-08-01 01:09:44"
Mike,Hillyer,6.99,"2005-08-01 02:39:49"
Mike,Hillyer,0.99,"2005-08-01 07:38:07"
Jon,Stephens,4.99,"2005-08-17 17:23:35"
Jon,Stephens,2.99,"2005-08-18 01:08:53"
Mike,Hillyer,4.99,"2005-08-18 11:57:00"
Jon,Stephens,1.99,"2005-08-19 21:20:11"
Mike,Hillyer,0.99,"2005-08-21 13:31:07"
Jon,Stephens,3.99,"2005-08-21 15:36:34"
Jon,Stephens,2.99,"2005-08-22 12:01:06"
Jon,Stephens,1.99,"2005-08-01 23:39:21"
Jon,Stephens,4.99,"2005-08-02 08:07:12"
Mike,Hillyer,4.99,"2005-08-02 11:00:32"
Jon,Stephens,4.99,"2005-08-18 12:56:37"
Mike,Hillyer,9.99,"2005-08-19 22:57:25"
Mike,Hillyer,1.99,"2005-08-22 10:06:28"
Jon,Stephens,3.99,"2005-08-23 21:59:26"
Jon,Stephens,7.99,"2005-08-19 05:40:36"
Mike,Hillyer,0.99,"2005-08-20 08:33:21"
Jon,Stephens,2.99,"2005-08-20 22:39:16"
Jon,Stephens,4.99,"2005-08-21 06:58:49"
Jon,Stephens,8.99,"2005-08-22 23:13:10"
Mike,Hillyer,5.99,"2005-08-23 01:13:52"
Mike,Hillyer,3.99,"2005-08-23 01:22:12"
Mike,Hillyer,5.99,"2005-08-23 06:25:07"
Jon,Stephens,0.99,"2005-08-23 09:27:29"
Jon,Stephens,8.99,"2005-08-23 22:43:07"
Mike,Hillyer,2.99,"2005-08-17 07:12:31"
Mike,Hillyer,3.99,"2005-08-18 11:17:07"
Mike,Hillyer,0.99,"2005-08-19 07:45:42"
